15-dic-2025;;;;;;;;;;;
AER;AERCAP HOLDINGS NV;Industriali;Azionario;26.013.417,22;0,19;26.013.417,22;215.800,00;120,54;Paesi Bassi;New York Stock Exchange Inc.;USD
WKL;WOLTERS KLUWER NV;Industriali;Azionario;25.830.040,64;0,19;25.830.040,64;281.128,00;91,88;Paesi Bassi;Euronext Amsterdam;EUR
HO;THALES SA;Industriali;Azionario;25.057.885,50;0,18;25.057.885,50;108.335,00;231,30;Francia;Nyse Euronext - Euronext Paris;EUR
ATCO B;ATLAS COPCO CLASS B;Industriali;Azionario;24.939.038,51;0,18;24.939.038,51;1.832.081,00;13,61;Svezia;Nasdaq Omx Nordic;SEK
VOD;VODAFONE GROUP PLC;Comunicazione;Azionario;24.637.889,00;0,18;24.637.889,00;22.631.781,00;1,09;Regno unito;London Stock Exchange;GBP
DNB;DNB BANK;Finanziari;Azionario;24.575.381,60;0,18;24.575.381,60;1.058.257,00;23,22;Norvegia;Oslo Bors Asa;NOK
PUB;PUBLICIS GROUPE SA;Comunicazione;Azionario;24.553.426,56;0,18;24.553.426,56;274.524,00;89,44;Francia;Nyse Euronext - Euronext Paris;EUR
HEXA B;HEXAGON CLASS B;IT;Azionario;24.304.394,62;0,18;24.304.394,62;2.446.770,00;9,93;Svezia;Nasdaq Omx Nordic;SEK
FRE;FRESENIUS SE AND CO KGAA;Salute;Azionario;24.272.649,50;0,18;24.272.649,50;500.467,00;48,50;Germania;Xetra;EUR
KNEBV;KONE;Industriali;Azionario;24.157.807,56;0,18;24.157.807,56;403.437,00;59,88;Finlandia;Nasdaq Omx Helsinki Ltd.;EUR
STLAM;STELLANTIS NV;Consumi Discrezionali;Azionario;23.746.616,32;0,18;23.746.616,32;2.348.360,00;10,11;Italia;Borsa Italiana;EUR
HEIA;HEINEKEN NV;Generi di largo consumo;Azionario;23.457.546,40;0,17;23.457.546,40;336.068,00;69,80;Paesi Bassi;Euronext Amsterdam;EUR
LDO;LEONARDO FINMECCANICA SPA;Industriali;Azionario;22.878.135,45;0,17;22.878.135,45;475.143,00;48,15;Italia;Borsa Italiana;EUR
MTX;MTU AERO ENGINES HOLDING AG;Industriali;Azionario;22.644.355,20;0,17;22.644.355,20;63.751,00;355,20;Germania;Xetra;EUR
ML;MICHELIN;Consumi Discrezionali;Azionario;22.453.863,84;0,17;22.453.863,84;795.672,00;28,22;Francia;Nyse Euronext - Euronext Paris;EUR
A5G;AIB GROUP PLC;Finanziari;Azionario;22.331.466,17;0,16;22.331.466,17;2.471.662,00;9,04;Irlanda;Irish Stock Exchange - All Market;EUR
REP;REPSOL SA;Energia;Azionario;22.118.061,65;0,16;22.118.061,65;1.406.554,00;15,73;Spagna;Bolsa De Madrid;EUR
MT;ARCELORMITTAL SA;Materiali;Azionario;21.987.300,50;0,16;21.987.300,50;560.186,00;39,25;Francia;Euronext Amsterdam;EUR
NSIS B;NOVOZYMES B;Materiali;Azionario;21.790.368,43;0,16;21.790.368,43;415.900,00;52,39;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
VIE;VEOLIA ENVIRON. SA;Imprese di servizi di pubblica utilità;Azionario;21.621.661,19;0,16;21.621.661,19;738.697,00;29,27;Francia;Nyse Euronext - Euronext Paris;EUR
AENA;AENA SME SA;Industriali;Azionario;21.343.696,62;0,16;21.343.696,62;896.041,00;23,82;Spagna;Bolsa De Madrid;EUR
NXT;NEXT PLC;Consumi Discrezionali;Azionario;21.304.144,53;0,16;21.304.144,53;139.511,00;152,71;Regno unito;London Stock Exchange;GBP
DTG;DAIMLER TRUCK HOLDING E AG;Industriali;Azionario;21.244.396,56;0,16;21.244.396,56;568.488,00;37,37;Germania;Xetra;EUR
ACA;CREDIT AGRICOLE SA;Finanziari;Azionario;21.078.571,52;0,16;21.078.571,52;1.228.713,00;17,16;Francia;Nyse Euronext - Euronext Paris;EUR
VNA;VONOVIA SE;Immobili;Azionario;20.891.698,36;0,15;20.891.698,36;880.763,00;23,72;Germania;Xetra;EUR
SHB A;SVENSKA HANDELSBANKEN-A SHS;Finanziari;Azionario;20.608.725,34;0,15;20.608.725,34;1.739.363,00;11,85;Svezia;Nasdaq Omx Nordic;SEK
PHIA;KONINKLIJKE PHILIPS NV;Salute;Azionario;20.545.000,08;0,15;20.545.000,08;909.876,00;22,58;Paesi Bassi;Euronext Amsterdam;EUR
HBAN;HELVETIA BALOISE HOLDING N AG;Finanziari;Azionario;20.433.369,33;0,15;20.433.369,33;94.144,00;217,04;Svizzera;SIX Swiss Exchange;CHF
NN;NN GROUP NV;Finanziari;Azionario;20.387.994,88;0,15;20.387.994,88;317.768,00;64,16;Paesi Bassi;Euronext Amsterdam;EUR
ABN;ABN AMRO BANK NV;Finanziari;Azionario;20.289.430,25;0,15;20.289.430,25;688.945,00;29,45;Paesi Bassi;Euronext Amsterdam;EUR
IHG;INTERCONTINENTAL HOTELS GROUP PLC;Consumi Discrezionali;Azionario;20.139.010,24;0,15;20.139.010,24;171.120,00;117,69;Regno unito;London Stock Exchange;GBP
GMAB;GENMAB;Salute;Azionario;20.072.543,65;0,15;20.072.543,65;74.491,00;269,46;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
SAB;BANCO DE SABADELL SA;Finanziari;Azionario;19.883.566,55;0,15;19.883.566,55;5.935.393,00;3,35;Spagna;Bolsa De Madrid;EUR
BMPS;BANCA MONTE DEI PASCHI DI SIENA SP;Finanziari;Azionario;19.555.019,06;0,14;19.555.019,06;2.331.031,00;8,39;Italia;Borsa Italiana;EUR
LGEN;LEGAL AND GENERAL GROUP PLC;Finanziari;Azionario;19.518.967,73;0,14;19.518.967,73;6.875.554,00;2,84;Regno unito;London Stock Exchange;GBP
CCEP;COCA COLA EUROPACIFIC PARTNERS PLC;Generi di largo consumo;Azionario;19.204.732,04;0,14;19.204.732,04;245.699,00;78,16;Paesi Bassi;NASDAQ;USD
BIRG;BANK OF IRELAND GROUP PLC;Finanziari;Azionario;19.143.001,75;0,14;19.143.001,75;1.195.317,00;16,02;Irlanda;Irish Stock Exchange - All Market;EUR
DSY;DASSAULT SYSTEMES;IT;Azionario;19.059.879,20;0,14;19.059.879,20;807.622,00;23,60;Francia;Nyse Euronext - Euronext Paris;EUR
ACS;ACS ACTIVIDADES DE CONSTRUCCION Y;Industriali;Azionario;18.949.862,85;0,14;18.949.862,85;218.947,00;86,55;Spagna;Bolsa De Madrid;EUR
BPE;BPER BANCA;Finanziari;Azionario;18.947.854,12;0,14;18.947.854,12;1.719.406,00;11,02;Italia;Borsa Italiana;EUR
SGSN;SGS SA;Industriali;Azionario;18.560.151,95;0,14;18.560.151,95;195.928,00;94,73;Svizzera;SIX Swiss Exchange;CHF
SCMN;SWISSCOM AG;Comunicazione;Azionario;18.349.136,43;0,14;18.349.136,43;30.701,00;597,67;Svizzera;SIX Swiss Exchange;CHF
HNR1;HANNOVER RUECK;Finanziari;Azionario;18.220.494,60;0,13;18.220.494,60;69.597,00;261,80;Germania;Xetra;EUR
RI;PERNOD RICARD SA;Generi di largo consumo;Azionario;18.145.638,96;0,13;18.145.638,96;237.882,00;76,28;Francia;Nyse Euronext - Euronext Paris;EUR
EQT;EQT;Finanziari;Azionario;17.992.111,80;0,13;17.992.111,80;582.626,00;30,88;Svezia;Nasdaq Omx Nordic;SEK
MRK;MERCK;Salute;Azionario;17.988.275,20;0,13;17.988.275,20;151.928,00;118,40;Germania;Xetra;EUR
HLMA;HALMA PLC;IT;Azionario;17.928.310,10;0,13;17.928.310,10;446.003,00;40,20;Regno unito;London Stock Exchange;GBP
STMPA;STMICROELECTRONICS NV;IT;Azionario;17.746.949,97;0,13;17.746.949,97;790.334,00;22,45;Francia;Nyse Euronext - Euronext Paris;EUR
SAAB B;SAAB CLASS B;Industriali;Azionario;17.724.479,88;0,13;17.724.479,88;380.457,00;46,59;Svezia;Nasdaq Omx Nordic;SEK
KPN;KONINKLIJKE KPN NV;Comunicazione;Azionario;17.704.614,70;0,13;17.704.614,70;4.503.845,00;3,93;Paesi Bassi;Euronext Amsterdam;EUR
EQNR;EQUINOR;Energia;Azionario;17.669.540,71;0,13;17.669.540,71;906.246,00;19,50;Norvegia;Oslo Bors Asa;NOK
SHL;SIEMENS HEALTHINEERS AG;Salute;Azionario;17.589.214,16;0,13;17.589.214,16;396.332,00;44,38;Germania;Xetra;EUR
WRT1V;WARTSILA;Industriali;Azionario;17.573.856,69;0,13;17.573.856,69;576.381,00;30,49;Finlandia;Nasdaq Omx Helsinki Ltd.;EUR
NBIS;NEBIUS NV CLASS A;IT;Azionario;17.081.099,58;0,13;17.081.099,58;247.617,00;68,98;Paesi Bassi;NASDAQ;USD
ESSITY B;ESSITY CLASS B;Generi di largo consumo;Azionario;17.046.788,27;0,13;17.046.788,27;707.065,00;24,11;Svezia;Nasdaq Omx Nordic;SEK
BAMI;BANCO BPM;Finanziari;Azionario;16.958.259,20;0,13;16.958.259,20;1.335.296,00;12,70;Italia;Borsa Italiana;EUR
LOGN;LOGITECH INTERNATIONAL SA;IT;Azionario;16.622.687,35;0,12;16.622.687,35;174.726,00;95,14;Svizzera;SIX Swiss Exchange;CHF
ANTO;ANTOFAGASTA PLC;Materiali;Azionario;16.482.022,15;0,12;16.482.022,15;476.113,00;34,62;Regno unito;London Stock Exchange;GBP
BAER;JULIUS BAER GRUPPE AG;Finanziari;Azionario;15.859.826,29;0,12;15.859.826,29;243.974,00;65,01;Svizzera;SIX Swiss Exchange;CHF
TEF;TELEFONICA SA;Comunicazione;Azionario;15.716.212,68;0,12;15.716.212,68;4.325.960,00;3,63;Spagna;Bolsa De Madrid;EUR
INF;INFORMA PLC;Comunicazione;Azionario;15.566.321,16;0,11;15.566.321,16;1.534.198,00;10,15;Regno unito;London Stock Exchange;GBP
MONC;MONCLER;Consumi Discrezionali;Azionario;15.316.246,00;0,11;15.316.246,00;271.084,00;56,50;Italia;Borsa Italiana;EUR
SCHP;SCHINDLER HOLDING PAR AG;Industriali;Azionario;15.235.718,72;0,11;15.235.718,72;48.272,00;315,62;Svizzera;SIX Swiss Exchange;CHF
EPI A;EPIROC CLASS A;Industriali;Azionario;15.193.791,89;0,11;15.193.791,89;778.073,00;19,53;Svezia;Nasdaq Omx Nordic;SEK
FBK;FINECOBANK BANCA FINECO;Finanziari;Azionario;15.062.382,70;0,11;15.062.382,70;713.857,00;21,10;Italia;Borsa Italiana;EUR
UPM;UPM-KYMMENE;Materiali;Azionario;15.013.533,36;0,11;15.013.533,36;635.628,00;23,62;Finlandia;Nasdaq Omx Helsinki Ltd.;EUR
BOL;BOLIDEN;Materiali;Azionario;14.999.941,92;0,11;14.999.941,92;336.054,00;44,64;Svezia;Nasdaq Omx Nordic;SEK
DSFIR;DSM FIRMENICH AG;Materiali;Azionario;14.902.485,64;0,11;14.902.485,64;220.843,00;67,48;Paesi Bassi;Euronext Amsterdam;EUR
CLNX;CELLNEX TELECOM SA;Comunicazione;Azionario;14.840.775,00;0,11;14.840.775,00;580.625,00;25,56;Spagna;Bolsa De Madrid;EUR
BT.A;BT GROUP PLC;Comunicazione;Azionario;14.782.056,35;0,11;14.782.056,35;7.018.651,00;2,11;Regno unito;London Stock Exchange;GBP
TRN;TERNA RETE ELETTRICA NAZIONALE;Imprese di servizi di pubblica utilità;Azionario;14.684.247,45;0,11;14.684.247,45;1.659.237,00;8,85;Italia;Borsa Italiana;EUR
KRZ;KERRY GROUP PLC;Generi di largo consumo;Azionario;14.659.670,25;0,11;14.659.670,25;193.527,00;75,75;Irlanda;Irish Stock Exchange - All Market;EUR
LISP;CHOCOLADEFABRIKEN LINDT & SPRUENGL;Generi di largo consumo;Azionario;14.548.455,06;0,11;14.548.455,06;1.170,00;12.434,51;Svizzera;SIX Swiss Exchange;CHF
LISN;CHOCOLADEFABRIKEN LINDT & SPRUENGL;Generi di largo consumo;Azionario;14.461.316,79;0,11;14.461.316,79;116,00;124.665,88;Svizzera;SIX Swiss Exchange;CHF
EDP;EDP ENERGIAS DE PORTUGAL SA;Imprese di servizi di pubblica utilità;Azionario;14.412.495,28;0,11;14.412.495,28;3.804.777,00;3,79;Portogallo;Nyse Euronext - Euronext Lisbon;EUR
ALFA;ALFA LAVAL;Industriali;Azionario;14.320.920,97;0,11;14.320.920,97;339.448,00;42,19;Svezia;Nasdaq Omx Nordic;SEK
SGE;THE SAGE GROUP PLC;IT;Azionario;14.240.018,20;0,11;14.240.018,20;1.149.885,00;12,38;Regno unito;London Stock Exchange;GBP
RTO;RENTOKIL INITIAL PLC;Industriali;Azionario;14.099.821,86;0,10;14.099.821,86;2.880.848,00;4,89;Regno unito;London Stock Exchange;GBP
HEN3;HENKEL & KGAA PREF AG;Generi di largo consumo;Azionario;13.979.700,00;0,10;13.979.700,00;199.710,00;70,00;Germania;Xetra;EUR
SN.;SMITH AND NEPHEW PLC;Salute;Azionario;13.918.822,17;0,10;13.918.822,17;1.013.931,00;13,73;Regno unito;London Stock Exchange;GBP
KRX;KINGSPAN GROUP PLC;Industriali;Azionario;13.516.229,30;0,10;13.516.229,30;180.457,00;74,90;Irlanda;Irish Stock Exchange - All Market;EUR
STMN;STRAUMANN HOLDING AG;Salute;Azionario;13.245.520,09;0,10;13.245.520,09;129.370,00;102,38;Svizzera;SIX Swiss Exchange;CHF
SOON;SONOVA HOLDING AG;Salute;Azionario;13.226.715,98;0,10;13.226.715,98;60.082,00;220,14;Svizzera;SIX Swiss Exchange;CHF
URW;UNIBAIL RODAMCO WE STAPLED UNITS;Immobili;Azionario;13.082.380,50;0,10;13.082.380,50;142.665,00;91,70;Francia;Nyse Euronext - Euronext Paris;EUR
RO;ROCHE HOLDING AG;Salute;Azionario;13.078.372,44;0,10;13.078.372,44;36.866,00;354,75;Svizzera;SIX Swiss Exchange;CHF
VACN;VAT GROUP AG;Industriali;Azionario;13.053.325,48;0,10;13.053.325,48;31.105,00;419,65;Svizzera;SIX Swiss Exchange;CHF
SRG;SNAM;Imprese di servizi di pubblica utilità;Azionario;13.006.098,47;0,10;13.006.098,47;2.333.351,00;5,57;Italia;Borsa Italiana;EUR
ELE;ENDESA SA;Imprese di servizi di pubblica utilità;Azionario;12.841.189,10;0,09;12.841.189,10;416.246,00;30,85;Spagna;Bolsa De Madrid;EUR
BESI;BE SEMICONDUCTOR INDUSTRIES NV;IT;Azionario;12.543.279,90;0,09;12.543.279,90;94.702,00;132,45;Paesi Bassi;Euronext Amsterdam;EUR
CARL B;CARLSBERG AS CL B;Generi di largo consumo;Azionario;12.263.054,15;0,09;12.263.054,15;110.294,00;111,19;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
SPSN;SWISS PRIME SITE AG;Immobili;Azionario;12.033.365,46;0,09;12.033.365,46;95.057,00;126,59;Svizzera;SIX Swiss Exchange;CHF
CNA;CENTRICA PLC;Imprese di servizi di pubblica utilità;Azionario;11.939.191,85;0,09;11.939.191,85;6.248.217,00;1,91;Regno unito;London Stock Exchange;GBP
AKZA;AKZO NOBEL NV;Materiali;Azionario;11.693.442,36;0,09;11.693.442,36;205.798,00;56,82;Paesi Bassi;Euronext Amsterdam;EUR
SGRO;SEGRO REIT PLC;Immobili;Azionario;11.580.790,77;0,09;11.580.790,77;1.481.179,00;7,82;Regno unito;London Stock Exchange;GBP
ASRNL;ASR NEDERLAND NV;Finanziari;Azionario;11.360.823,60;0,08;11.360.823,60;190.490,00;59,64;Paesi Bassi;Euronext Amsterdam;EUR
METSO;METSO CORPORATION;Industriali;Azionario;11.258.965,20;0,08;11.258.965,20;771.162,00;14,60;Finlandia;Nasdaq Omx Helsinki Ltd.;EUR
ORSTED;ORSTED A/S;Imprese di servizi di pubblica utilità;Azionario;11.195.694,06;0,08;11.195.694,06;607.162,00;18,44;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
ENX;EURONEXT NV;Finanziari;Azionario;11.097.022,00;0,08;11.097.022,00;89.420,00;124,10;Francia;Nyse Euronext - Euronext Paris;EUR
CCH;COCA COLA HBC AG;Generi di largo consumo;Azionario;11.077.169,62;0,08;11.077.169,62;260.094,00;42,59;Regno unito;London Stock Exchange;GBP
BKT;BANKINTER SA;Finanziari;Azionario;11.001.963,87;0,08;11.001.963,87;785.574,00;14,01;Spagna;Bolsa De Madrid;EUR
COLO B;COLOPLAST B;Salute;Azionario;10.969.288,14;0,08;10.969.288,14;146.122,00;75,07;Danimarca;Omx Nordic Exchange Copenhagen A/S;DKK
KNIN;KUEHNE UND NAGEL INTERNATIONAL AG;Industriali;Azionario;10.899.019,51;0,08;10.899.019,51;57.870,00;188,34;Svizzera;SIX Swiss Exchange;CHF
AGS;AGEAS SA;Finanziari;Azionario;10.885.260,40;0,08;10.885.260,40;186.232,00;58,45;Belgio;Nyse Euronext - Euronext Brussels;EUR
PST;POSTE ITALIANE;Finanziari;Azionario;10.867.709,88;0,08;10.867.709,88;519.489,00;20,92;Italia;Borsa Italiana;EUR
HM B;HENNES & MAURITZ;Consumi Discrezionali;Azionario;10.815.960,58;0,08;10.815.960,58;655.010,00;16,51;Svezia;Nasdaq Omx Nordic;SEK
KOG;KONGSBERG GRUPPEN;Industriali;Azionario;10.774.225,77;0,08;10.774.225,77;510.527,00;21,10;Norvegia;Oslo Bors Asa;NOK
BEI;BEIERSDORF AG;Generi di largo consumo;Azionario;10.752.942,00;0,08;10.752.942,00;114.393,00;94,00;Germania;Xetra;EUR
UU.;UNITED UTILITIES GROUP PLC;Imprese di servizi di pubblica utilità;Azionario;10.742.416,06;0,08;10.742.416,06;803.197,00;13,37;Regno unito;London Stock Exchange;GBP
AC;ACCOR SA;Consumi Discrezionali;Azionario;10.733.444,80;0,08;10.733.444,80;228.080,00;47,06;Francia;Nyse Euronext - Euronext Paris;EUR
AGN;AEGON LTD;Finanziari;Azionario;10.667.039,23;0,08;10.667.039,23;1.634.044,00;6,53;Paesi Bassi;Euronext Amsterdam;EUR
SMIN;SMITHS GROUP PLC;Industriali;Azionario;10.595.295,24;0,08;10.595.295,24;396.605,00;26,71;Regno unito;London Stock Exchange;GBP
MOWI;MOWI;Generi di largo consumo;Azionario;10.591.404,97;0,08;10.591.404,97;534.479,00;19,82;Norvegia;Oslo Bors Asa;NOK
FGR;EIFFAGE SA;Industriali;Azionario;10.580.016,15;0,08;10.580.016,15;86.757,00;121,95;Francia;Nyse Euronext - Euronext Paris;EUR
G1A;GEA GROUP AG;Industriali;Azionario;10.566.996,75;0,08;10.566.996,75;188.865,00;55,95;Germania;Xetra;EUR
ADM;ADMIRAL GROUP PLC;Finanziari;Azionario;10.403.461,52;0,08;10.403.461,52;290.952,00;35,76;Regno unito;London Stock Exchange;GBP
FME;FRESENIUS MEDICAL CARE AG;Salute;Azionario;10.324.490,82;0,08;10.324.490,82;258.306,00;39,97;Germania;Xetra;EUR
SY1;SYMRISE AG;Materiali;Azionario;10.306.736,44;0,08;10.306.736,44;154.154,00;66,86;Germania;Xetra;EUR
NHY;NORSK HYDRO;Materiali;Azionario;10.266.089,37;0,08;10.266.089,37;1.634.166,00;6,28;Norvegia;Oslo Bors Asa;NOK
EN;BOUYGUES SA;Industriali;Azionario;10.060.600,98;0,07;10.060.600,98;228.702,00;43,99;Francia;Nyse Euronext - Euronext Paris;EUR
CA;CARREFOUR SA;Generi di largo consumo;Azionario;10.059.877,53;0,07;10.059.877,53;703.734,00;14,30;Francia;Nyse Euronext - Euronext Paris;EUR
BVI;BUREAU VERITAS SA;Industriali;Azionario;9.914.735,00;0,07;9.914.735,00;378.425,00;26,20;Francia;Nyse Euronext - Euronext Paris;EUR
GBP;GBP CASH;Liquidità e/o derivati;Contanti;9.873.774,19;0,07;9.873.774,19;8.670.743,00;113,87;Regno unito;--;GBP
ALO;ALSTOM SA;Industriali;Azionario;9.867.704,16;0,07;9.867.704,16;399.664,00;24,69;Francia;Nyse Euronext - Euronext Paris;EUR
QIA;QIAGEN NV;Salute;Azionario;9.851.826,65;0,07;9.851.826,65;256.993,00;38,34;Germania;Deutsche Boerse Xetra;EUR
ICSEAGD;BLK ICS EUR LIQ FUND AGEN ACC T0;Liquidità e/o derivati;Money Market;9.844.692,06;0,07;9.844.692,06;91.158,00;108,00;Irlanda;--;EUR
EVO;EVOLUTION;Consumi Discrezionali;Azionario;9.836.690,61;0,07;9.836.690,61;169.209,00;58,13;Svezia;Nasdaq Omx Nordic;SEK
SVT;SEVERN TRENT PLC;Imprese di servizi di pubblica utilità;Azionario;9.827.584,43;0,07;9.827.584,43;319.518,00;30,76;Regno unito;London Stock Exchange;GBP
BNZL;BUNZL;Industriali;Azionario;9.777.647,59;0,07;9.777.647,59;391.355,00;24,98;Regno unito;London Stock Exchange;GBP
BEAN;BELIMO N AG;Industriali;Azionario;9.771.707,50;0,07;9.771.707,50;11.613,00;841,44;Svizzera;SIX Swiss Exchange;CHF
TELIA;TELIA COMPANY;Comunicazione;Azionario;9.667.134,07;0,07;9.667.134,07;2.781.330,00;3,48;Svezia;Nasdaq Omx Nordic;SEK
FORTUM;FORTUM;Imprese di servizi di pubblica utilità;Azionario;9.656.473,06;0,07;9.656.473,06;528.109,00;18,29;Finlandia;Nasdaq Omx Helsinki Ltd.;EUR
MRO;MELROSE INDUSTRIES PLC;Industriali;Azionario;9.585.362,00;0,07;9.585.362,00;1.502.047,00;6,38;Regno unito;London Stock Exchange;GBP
ITRK;INTERTEK GROUP PLC;Industriali;Azionario;9.423.765,41;0,07;9.423.765,41;184.311,00;51,13;Regno unito;London Stock Exchange;GBP
HEIO;HEINEKEN HOLDING NV;Generi di largo consumo;Azionario;9.366.708,00;0,07;9.366.708,00;151.320,00;61,90;Paesi Bassi;Euronext Amsterdam;EUR
EDV;ENDEAVOUR MINING;Materiali;Azionario;9.302.634,74;0,07;9.302.634,74;226.796,00;41,02;Regno unito;London Stock Exchange;GBP
ADDT B;ADDTECH CLASS B;Industriali;Azionario;9.295.821,70;0,07;9.295.821,70;301.916,00;30,79;Svezia;Nasdaq Omx Nordic;SEK
ABF;ASSOCIATED BRITISH FOODS PLC;Generi di largo consumo;Azionario;9.207.563,54;0,07;9.207.563,54;387.061,00;23,79;Regno unito;London Stock Exchange;GBP
SKF B;SKF B;Industriali;Azionario;9.171.871,96;0,07;9.171.871,96;406.544,00;22,56;Svezia;Nasdaq Omx Nordic;SEK
